-1,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
7317,Heart Foundation and Intensive Care Hospital,22.7219093,89.0695471,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Khulna - Satkhira Road, Satkhira",ChIJ-Trmc9td_zkRDai-Ne-9M1M,"P3C9+QR Satkhira, Bangladesh",7MJFP3C9+QR
7318,Pania Community Clinic,22.419918,89.0695236,5,14,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJKztunZzpAToRH4XrFXllYEA,"C399+XR Mahatpur, Bangladesh",7MJFC399+XR
7319,Sangram Hospital,22.7199856,89.0692398,3.8,29,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira - Kaliganj Highway, Satkhira",ChIJoy6x6ttd_zkRWDEhttAl3aQ,"P399+XM Satkhira, Bangladesh",7MJFP399+XM
7320,Akota Hospital(একতা হাসপাতাল),22.7217414,89.0691548,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Khulna - Satkhira Road, Satkhira",ChIJq51XKAJd_zkRNgk16ZRrv0o,"P3C9+MM Satkhira, Bangladesh",7MJFP3C9+MM
7321,Digital Hospital,22.7208961,89.0688784,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira - Kaliganj Highway, Satkhira",ChIJFd_3pNtd_zkRdN0xIfZTaFU,"P3C9+9H Satkhira, Bangladesh",7MJFP3C9+9H
7323,Care Diagnostic Centre & Clinic,22.7203905,89.0688061,4.5,15,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira - Kaliganj Highway Shahid Kajol Sharoni, Palashpole, Satkhira",ChIJ2UQfuttd_zkRgsHknX-sTVU,"P3C9+5G Satkhira, Bangladesh",7MJFP3C9+5G
7325,Shimul Memorial Clinic & Diagnostic Centre,22.7205164,89.0687092,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira Sadar Upazila, Shahid Kajol Sarani, Palashpol",ChIJNVvy3nRd_zkRgKQsds4Iuc4,"P3C9+6F Satkhira, Bangladesh",7MJFP3C9+6F
7326,Tarali Hospital,22.4956572,89.0685761,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJj9tHUBbnAToRFT9RUtbaEno,"F3W9+7C Tarali, Bangladesh",7MJFF3W9+7C
7327,Satkhira National Hospital,22.7056254,89.0685292,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Satkhira - Kaliganj Highway, ইটাগাছা",ChIJe-E2sqdf_zkRit6QE_bxgi4,"P349+7C Satkhira, Bangladesh",7MJFP349+7C
7328,Health Care Diagnostic Center,24.1230469,89.0684775,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sher Shah Road, Ishwardi",ChIJDS0WvK2h_jkRqZEWzHo1pPg,"43F9+69 Ishwardi, Bangladesh",7MPF43F9+69
7331,Seba clinics,22.7049993,89.0682749,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira - Kaliganj Highway,ChIJqU7jb59f_zkRrERdR6PADF0,"P339+X8 Satkhira, Bangladesh",7MJFP339+X8
7332,Digital Diagnostic Center,22.7193972,89.0682714,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJNxWtzdtd_zkRMGDIdGoGouo,"P399+Q8 Satkhira, Bangladesh",7MJFP399+Q8
7333,Saira Clinic,22.9853702,89.0680015,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Hazirbagh,ChIJ62DWQRFB_zkR7OsJBFti8H0,"X3P9+46 Hazirbagh, Bangladesh",7MJFX3P9+46
7334,Sayera Sargical Clinic & Diagonstic Centre,22.9854053,89.0679699,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",ঝিকরগাছা - বাঁকড়া রোড,ChIJJRffgghB_zkRSinAdAO7Ytw,"X3P9+55 Hazirbagh, Bangladesh",7MJFX3P9+55
7335,"Shimul Clinic &, Diagnostic",22.7203143,89.0674192,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Care Hospital More Bus Stop, Satkhira - Kaliganj Highway",ChIJDRObgc1d_zkRj3_LbwKYQoA,"P3C8+4X Satkhira, Bangladesh",7MJFP3C8+4X
7336,BMCC (Baghoil Mollik Para Community Clinic,24.1292024,89.0657027,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Baghoil Mollik Para,ChIJ-7lcG4uh_jkRVcTUvJu4Wv4,"43H8+M7 Ishwardi, Bangladesh",7MPF43H8+M7
7337,Nandanpur Community Clinic,25.472104,89.0649645,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabganj Upazila,ChIJXbnZLJG3_DkRVrtTWmPfttc,"F3C7+RX Bara Raghunathpur, Bangladesh",7MQFF3C7+RX
7338,Ruposhi Bangla Clinic and diagnostic center,24.1239721,89.0649449,3.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Bus terminal,ChIJR6I6Obqh_jkRtp-UEer4Tho,"43F7+HX Ishwardi, Bangladesh",7MPF43F7+HX
7339,Tongtingdanga Hospital,26.3752099,89.0649323,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Patgram Upazila,ChIJgeU6VdV14zkRgU8_llImKX4,"93G7+3X Jagatber, Bangladesh",7MRF93G7+3X
7340,Akhrakhola Clinic,22.7869249,89.0644215,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira,ChIJgZbcHyNd_zkRuSa2RvB9Jio,"Q3P7+QQ Satiantola, Bangladesh",7MJFQ3P7+QQ
7341,Union Health and Family Planning Centre,25.2064519,89.063961,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Uchai,ChIJ6zwWD9KV_DkRAXJaZV-VAZg,"6347+HH Uchai, Bangladesh",7MQF6347+HH
7342,Mehmanpur Clinic,22.9098356,89.0633599,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa Upazila,ChIJ7QxpVBFB_zkRWFYt0ccSig0,"W357+W8 Ulodanga, Bangladesh",7MJFW357+W8
7343,char ruppur purbopara community clinic,24.0553769,89.0626903,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jigatola Road,ChIJP2g12Eah_jkRgFAuHjfXrY4,"3347+53 Sahapur, Bangladesh",7MPF3347+53
7344,Dolly Welayet Rotary Hospital,26.2864252,89.0623681,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Lalmonirhat - Phulbari Road,ChIJXf40S3hz4zkRfO-QH-QOWLs,"73P6+HW Jongra, Bangladesh",7MRF73P6+HW
7345,Deora Community Clinic,24.8805773,89.0616231,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Akkelpur Upazila,ChIJG6A7iDZg_DkR6cXE9NdhM0w,"V3J6+6J Punduria, Bangladesh",7MPFV3J6+6J
7346,Kumrul Community Health Care,24.3169767,89.0606897,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Baraigram,ChIJPdKf3sIZ_DkR9SQfJBsjQUg,"8386+Q7 Kumrul, Bangladesh",7MPF8386+Q7
7347,Osmanpur community clinic,25.6107601,89.0604966,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Osmanpur,ChIJ13mkcUa1_DkR0LpPHZPPnnw,"J366+85 Bishnupur, Bangladesh",7MQFJ366+85
7348,Hanaill Community clinic হানাইল কমিউনিটি ক্লিনিক,25.0981693,89.0589901,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJBzk93QOT_DkRCalKRCrDezc,"33X5+7H Hanaill, Bangladesh",7MQF33X5+7H
7349,Satgachi Health Centre,23.911806,89.0582355,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Satgachi, Baruipara, Mirpu",ChIJSS8qQVG9_jkRWetIwoCVnlI,"W365+P7 Kushtia, Bangladesh",7MMFW365+P7
7350,Baghoil Mollikpara Communtiy Clinic,24.0992349,89.057737,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Mollik Para Road, Baghoil - Eistir Shako Road, Paksey",ChIJvc5KEVah_jkRHIAuxdSAZ0k,"33X5+M3 Uttar Baghoil, Bangladesh",7MPF33X5+M3
7351,Muhammadiya Digital Dental,25.6733826,89.057409,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Z5025, Badarganj",ChIJQVzZcy9L4zkRXjgA8JGG-0w,"M3F4+9X Badarganj, Bangladesh",7MQFM3F4+9X
7352,MS Diagnostic & Consultation,25.6732354,89.0571814,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Badarganj,ChIJMQ6w8whL4zkR3q7zfnN3L-o,"M3F4+7V Badarganj, Bangladesh",7MQFM3F4+7V
7353,Rasel Clinic & Pharmacy,22.8915133,89.0564364,4.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa - Khordo Road,ChIJrW4DVC1C_zkRwxytpgK7A7o,"V3R4+JH Bamankhali, Bangladesh",7MJFV3R4+JH
7354,Raghunathpur Community Hospital,25.4625281,89.0561585,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nawabganj Upazila,ChIJ-dBOkKi5_DkR2kfmTKwWYRg,"F374+2F Bara Raghunathpur, Bangladesh",7MQFF374+2F
7355,Ayat Dental Surgery,25.6703576,89.0554883,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Badarganj,ChIJ-4hthuBL4zkRPu5t8YZ8tkY,"M3C4+45 Badarganj, Bangladesh",7MQFM3C4+45
7356,Talina Comunity Hospital,23.4597381,89.054512,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Talina,ChIJoTADs4ne_jkRUsW_dNIdvKU,"F353+VR Talina, Bangladesh",7MMFF353+VR
7357,Beparitola Community Medical Clinic,25.3903021,89.0543202,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Palash Bari Road,ChIJE7URqCe5_DkRrfiebvPK7t8,"93R3+4P Beparitola, Bangladesh",7MQF93R3+4P
7358,Eye Hospital,24.137039,89.052389,4.3,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Lalpur - Ishwardi Highway, Ishwardi",ChIJ5aBcbIGg_jkRrED7A-iwqtg,"43P2+RX Ishwardi, Bangladesh",7MPF43P2+RX
7359,Rostompur Community Clinic,23.2768481,89.0521248,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Chaugachha Upazila,ChIJw7RHGqAj_zkRkOl4mw9bcj0,"73G2+PR Patibila, Bangladesh",7MMF73G2+PR
7361,Ruppur Community Clinic,24.0581392,89.0513986,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ruppur,ChIJn4RRq3Ch_jkR69mcre997Vw,"3352+7H Ruppur, Bangladesh",7MPF3352+7H
7363,Ruppur Community Clinic,24.0574974,89.0501522,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwardi Upazila,ChIJbdtOe5uh_jkRdzG_Nr1I2BY,"3342+X3 Ruppur, Bangladesh",7MPF3342+X3
7364,Bathuadanga Community Clinic,22.4813361,89.0496604,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJIeHJx_vmAToR5zcQtY8xZcM,"F2JX+GV Bathuadanga, Bangladesh",7MJFF2JX+GV
7365,Badargonj Hospital,25.6735152,89.0493172,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Damodorpur Union,ChIJb6YZpCVL4zkRGLacUkHxKgY,"M2FX+CP Badarganj, Bangladesh",7MQFM2FX+CP
7366,Badarganj Upazila Health Complex,25.673455,89.0493125,4.7,14,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Badarganj",ChIJuQzLniVL4zkRvp05b29absg,"M2FX+9P Badarganj, Bangladesh",7MQFM2FX+9P
7367,Joypurhat Adhunik Hospital,25.0916036,89.0489814,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Joypurhat,ChIJYXyHh3iS_DkRNpHjLy4sMmU,"32RX+JH Joypurhat, Bangladesh",7MQF32RX+JH
7368,Baghail Thakurpara Community Clinic,24.1013695,89.0470549,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","বাঘইল, পাকশী",ChIJo4cuUd2h_jkRPkarwzJItM4,"422W+GR পাকশী, Bangladesh",7MPF422W+GR
7369,Shashadanga Health Complex,22.6466985,89.0461749,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Vill, Shashadanga, Post. Shubarnabad, Post coad. 9400, Dist, Alipur-Putimari Link Road",ChIJmVX_jRFf_zkRaBggfQIbiPU,"J2WW+MF Shashadanga, Bangladesh",7MJFJ2WW+MF
7370,Joypurhat Diabetes Hospital,25.0961139,89.0452794,4.8,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Pachurchok Babupara Road, Joypurhat",ChIJ8TZNR3eS_DkRF6-yB-y-TuI,"32WW+C4 Joypurhat, Bangladesh",7MQF32WW+C4
7371,Jono sheba Pvt. Hospital,23.6485586,89.0447634,2.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Aijoddin Super market, 1st Floor,, Harinakundu-Sadhuhati Road, Horinakunda",ChIJGU2OyMXD_jkRE5h_9z4lxnw,"J2XV+CW Horinakunda, Bangladesh",7MMFJ2XV+CW
7372,Nurnagar Government Hospital,22.3340778,89.0445079,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shyamnagar Upazila,ChIJo-uJAWPpAToRXB1FUCKhoTA,"82MV+JR Bhabanipur, Bangladesh",7MJF82MV+JR
7373,Baruipara union health & family welfare centre,23.9284871,89.0443916,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kushtia - Meherpur Highway,ChIJKTjd1Ve9_jkRA9C3fCxyH7c,"W2HV+9Q Moshan, Bangladesh",7MMFW2HV+9Q
7374,Adamdighi Hospital,24.8225404,89.0443789,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Adamdighi,ChIJzYQrCzth_DkRYG_ggXy_IfI,"R2FV+2Q Adamdighi, Bangladesh",7MPFR2FV+2Q
7376,Harinakundu Upazila Health Complex,23.6489751,89.0442568,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Horinakunda,ChIJGU_YtMXD_jkRBl1hFZAnpss,"J2XV+HP Horinakunda, Bangladesh",7MMFJ2XV+HP
7377,Adamdighi (Gov) Hospital,24.8222674,89.0441308,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Adamdighi,ChIJ6xvPWsVh_DkRDuMgWFKVTco,"R2CV+WM Adamdighi, Bangladesh",7MPFR2CV+WM
7378,Adamdighi Upazila Health Complex,24.8222349,89.044119,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Adamdighi Upazila,ChIJ-w7GzEZh_DkRvVRuZUizcrU,"R2CV+VJ Adamdighi, Bangladesh",7MPFR2CV+VJ
7379,Seba Clinic,22.8534551,89.0435984,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jessore - Satkhira Highway,ChIJOYMYzRVD_zkRufn6b13HJFs,"V23V+9C Kalaroa, Bangladesh",7MJFV23V+9C
7380,Mendinagar Clinic,22.2922653,89.0434213,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shyamnagar Upazila,ChIJs4dj3J_rAToRG-JWWz4ZFpA,"72RV+W9 Bhabanipur, Bangladesh",7MJF72RV+W9
7381,"District Hospital, Joypurhat.",25.0949938,89.0431243,4.1,16,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Road, Joypurhat",ChIJFbKR7HaS_DkR2oz-uHbeZaY,"32VV+X6 Joypurhat, Bangladesh",7MQF32VV+X6
7382,Joypurhat Sadar Hospital,25.0947178,89.0431172,4.8,9,"['hospital', 'health', 'point_of_interest', 'establishment']",Joypurhat Sadar Upazila,ChIJhbVl7XaS_DkRaCz0lVrOsJo,"32VV+V6 Joypurhat, Bangladesh",7MQF32VV+V6
7384,Borsha Dental,22.8568042,89.0418402,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa,ChIJKaZqbAxD_zkRhpocKxd3H6g,"V24R+PP Kalaroa, Bangladesh",7MJFV24R+PP
7385,Kushodanga Union Health and Family Welfare Center,22.9029117,89.04167,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJ1SAK-g5D_zkRMTE6FZaRWr0,"W23R+5M Shankarpur Union, Bangladesh",7MJFW23R+5M
7386,High Care Clinic & Nursing Home,25.0969522,89.0413061,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sadar Road, Joypurhat",ChIJW99s-HOS_DkRuHtfU_1c39U,"32WR+QG Joypurhat, Bangladesh",7MQF32WR+QG
7387,Bagdanga Hospital More,23.8329408,89.0411301,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Kushtia - Chuadanga Highway, Poradah Bazar",ChIJPxjsvJS-_jkRG6p9CZPsHS4,"R2MR+5F Poradah Bazar, Bangladesh",7MMFR2MR+5F
7388,Aillchara community hospital,23.8548916,89.040946,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kustia Sadar Upazila,ChIJg3omGp6-_jkRYMgU8lmQRYk,"V23R+X9 Poradah Bazar, Bangladesh",7MMFV23R+X9
7389,Upazila Health Complex,25.1955778,89.0409265,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Ganeshpur,ChIJ09XcggiV_DkRMQKj_bI4In4,"52WR+69 Panchbibi, Bangladesh",7MQF52WR+69
7390,Bagdanga Hospital,23.83281,89.0407124,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bagdanga Hospital More, কুষ্টিয়া - পোড়াদাহ সড়ক, পোড়াদহ বাজার",ChIJWxLYb8W__jkR_I8rEnbT1IY,"R2MR+47 Poradah Bazar, Bangladesh",7MMFR2MR+47
7391,Pathorghata Hospital,22.8145481,89.040665,3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Jessore - Satkhira Highway,ChIJJ_F5vTZD_zkRVJNw2s4DFZ0,"R27R+R7 Jhaudanga, Bangladesh",7MJFR27R+R7
7392,Bagdanga Government Hospital,23.8327987,89.0406633,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Kustia Sadar Upazila,ChIJwbMkT9W__jkR5kDTZRMVzSE,"R2MR+47 Poradah Bazar, Bangladesh",7MMFR2MR+47
7393,Kalaroa Surgical Clinic,22.8590623,89.0405413,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa,ChIJFxfW0y9D_zkRpcb48dn8R9o,"V25R+J6 Kalaroa, Bangladesh",7MJFV25R+J6
7394,Shakib Medical Center,22.8598562,89.0403111,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jessore - Satkhira Highway, Kalaroa",ChIJAfqlbKFD_zkRS4lfyU4tQyE,"V25R+W4 Kalaroa, Bangladesh",7MJFV25R+W4
7395,Upazila Health Complex,24.8216393,89.0400908,4,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Bogra - Naogaon Highway, Adamdighi",ChIJH2y3oDth_DkRnYu77G74qOA,"R2CR+M2 Adamdighi, Bangladesh",7MPFR2CR+M2
7396,"Kalaroa Children Hospital, Kalaroa.",22.8583588,89.0400696,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Ground Floor, Jessore - Satkhira Highway, Kalaroa",ChIJfwxQHaFD_zkRC6ZduwoUObU,"V25R+82 Kalaroa, Bangladesh",7MJFV25R+82
7397,Badpukuria Community Clinic,23.5461988,89.0384287,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Shadhuhati,ChIJs9sTRD3d_jkRTW92EiQ3xak,"G2WQ+F9 Sadhuhati, Bangladesh",7MMFG2WQ+F9
7398,Life Care Digital Lab & Hospital,22.4485328,89.0378729,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Satkhira - Kaliganj Highway,ChIJ1djWu9nnAToRqYK5Yzb9K_U,"C2XQ+C4 Kaliganj, Bangladesh",7MJFC2XQ+C4
7399,kalaroa Upozilla Hospital,22.8605539,89.0372727,4,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJWdJHLthD_zkROHNn3V98HCs,"V26P+6W Kalaroa, Bangladesh",7MJFV26P+6W
7400,"Upzala health Complex, Kalaroa.",22.8791501,89.0370477,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa Upazila,ChIJ47X0YfdD_zkRoVy13YcN4II,"V2HP+MR Kalaroa, Bangladesh",7MJFV2HP+MR
7402,Baishpukur Community Clinic,26.1542253,89.0367443,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Jaldhaka-Dalia Road, Jhunagach Chapani",ChIJ-UZxwGxt4zkRJIjTSdr5fsg,"523P+MM Khalisha Chapani, Bangladesh",7MRF523P+MM
7403,Mallick Medical Hall,23.8618477,89.0363819,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Poradah Bazar,ChIJqeIlEPy9_jkRKxDm_xVXeec,"V26P+PH Poradah Bazar, Bangladesh",7MMFV26P+PH
7404,Kalaroa Upazila Health Complex,22.8604031,89.0363302,4.6,10,"['hospital', 'health', 'point_of_interest', 'establishment']","Kalaroa-Chandhuria Road, Kalaroa",ChIJpWo_UZ9D_zkRjdtkBdrl_hg,"V26P+5G Kalaroa, Bangladesh",7MJFV26P+5G
7405,Kalaroa arogya sadan private hospital and diagnostic cetre,22.8612971,89.0362907,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalaroa-Chandhuria Road,ChIJU5UTtkVD_zkRPVy_bAXuSdU,"V26P+GG Kalaroa, Bangladesh",7MJFV26P+GG
7406,Union Health and Family Planning Center,22.8138386,89.0362669,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jhaudanga,ChIJv2WTF9FD_zkRVxvwCbtyrKc,"R27P+GG Jhaudanga, Bangladesh",7MJFR27P+GG
7407,Kalaroa Doctors Digital Diagnostic Center,22.8610618,89.0362602,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hospital Road, Kalaroa",ChIJjyj-SEJD_zkRqjSNkL0SdmA,"V26P+CG Kalaroa, Bangladesh",7MJFV26P+CG
7408,Hajipara Clinic,25.1501837,89.0361744,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJzRvrg5OT_DkRCWWdfD86moI,"522P+3F Joypurhat, Bangladesh",7MQF522P+3F
7409,Railway Hospital,24.0801803,89.0361237,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwardi Upazila,ChIJF4B5QT2h_jkRJ-zTJIY8Oss,"32JP+3C Paksey Babu Para, Bangladesh",7MPF32JP+3C
7410,Kurdamosul hospital,25.2601349,89.0356429,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Panchbibi Upazila,ChIJbTB6c86V_DkRBXvaNyDNG8U,"726P+37 Bagjana, Bangladesh",7MQF726P+37
7411,SONAPUR HOSPITAL,25.2601434,89.035533,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Panchbibi Upazila,ChIJYe1vZViV_DkRPIsJfM2-dBI,"726P+36 Bagjana, Bangladesh",7MQF726P+36
7412,Swaruppur Community Clinic,23.3673451,89.0352376,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chaugachha Upazila,ChIJTad8Lb0g_zkR__qgfHcWIhM,"928P+W3 Modonpur, Bangladesh",7MMF928P+W3
7413,Union Health and Family Welfare Center,25.3173915,89.0348584,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","বোয়াল দাড়, Hakimpur",ChIJDRiwnni__DkRx1lXh-FDBXY,"828M+XW Baigram, Bangladesh",7MQF828M+XW
7414,Nowpara Community Health Care Center,24.442512,89.0345655,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Vill : Nowpara, Post: Dighapotia, P/S: Natore, Dist: Natore, Bangladesh, N502, Nowpra",ChIJDaEt9RYU_DkRc2BxTMkybew,"C2VM+2R Nowpara, Bangladesh",7MPFC2VM+2R
7415,Kalaroa Sishu O Genarel Hospital,22.8701879,89.0343538,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","কলারোয়া উপজেলা, Beside of Amanullah College",ChIJD4jxvylD_zkRQ0VMAD6D-cg,"V2CM+3P Kalaroa, Bangladesh",7MJFV2CM+3P
7416,Deya hospital,22.4346394,89.0339072,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kaliganj Upazila,ChIJu63rEHDnAToR7VcAArCfxhc,"C2MM+VH Kaliganj, Bangladesh",7MJFC2MM+VH
7417,Nahar Clinic,23.8637026,89.0328161,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Kushtia - Poradah Road, Poradah Bazar",ChIJYXW8ehm8_jkR0Zut0Os3dCw,"V27M+F4 Poradah Bazar, Bangladesh",7MMFV27M+F4
7418,Chowgacha Primary Health Care Center,23.2572797,89.0326588,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Koyerpara, Chowgacha, Jessore",ChIJ5faNfZQj_zkRb-jfOyQLLto,"724M+W3 Chowgacha, Bangladesh",7MMF724M+W3
7419,Dr. Anisuzzaman Hospital,23.2572387,89.0326164,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']","Churamonkathi - Chaugachha Road, Chowgacha",ChIJnbbpfZQj_zkRxbybLEH2jCA,"724M+V2 Chowgacha, Bangladesh",7MMF724M+V2
